value,type,time,trial_reference_time,reward,prob_A,prob_L,reward_A,reward_L,rt,id,trial
A,keyboard,344807,344212.309999974,100,0.915300097155922,0.0846999028440785,TRUE,FALSE,594.690000026487,5ee410d8447e9810c8adc569,120
A,keyboard,347247,346822.649999987,100,0.894589195005224,0.105410804994776,TRUE,FALSE,424.350000012666,5ee410d8447e9810c8adc569,121
A,keyboard,349679,349243.595000007,100,0.838701853472917,0.161298146527083,TRUE,FALSE,435.40499999281,5ee410d8447e9810c8adc569,122
A,keyboard,352047,351688.324999996,100,0.761156148781446,0.238843851218554,TRUE,TRUE,358.67500000447,5ee410d8447e9810c8adc569,123
A,keyboard,354239,354061.349999975,100,0.678867609787137,0.321132390212864,TRUE,TRUE,177.650000025518,5ee410d8447e9810c8adc569,124
A,keyboard,356511,356235.099999933,0,0.607796792070375,0.392203207929625,FALSE,TRUE,275.900000067428,5ee410d8447e9810c8adc569,125
A,keyboard,358999,358507.484999951,0,0.559045783406825,0.440954216593175,FALSE,TRUE,491.515000049025,5ee410d8447e9810c8adc569,126
L,keyboard,361391,361019.564999966,100,0.536429377966439,0.463570622033561,TRUE,TRUE,371.435000034049,5ee410d8447e9810c8adc569,127
L,keyboard,363903,363409.314999939,0,0.536123197114026,0.463876802885974,FALSE,FALSE,493.685000061058,5ee410d8447e9810c8adc569,128
A,keyboard,366327,365915.52499996,100,0.548408520859822,0.451591479140178,TRUE,TRUE,411.475000039674,5ee410d8447e9810c8adc569,129
A,keyboard,368735,368324.094999931,100,0.560954709802305,0.439045290197695,TRUE,TRUE,410.905000069179,5ee410d8447e9810c8adc569,130
A,keyboard,371183,370747.089999961,100,0.562665438593892,0.437334561406108,TRUE,TRUE,435.910000039265,5ee410d8447e9810c8adc569,131
A,keyboard,373607,373207.339999964,0,0.546978383197309,0.453021616802691,FALSE,TRUE,399.660000035539,5ee410d8447e9810c8adc569,132
L,keyboard,375767,375630.354999914,100,0.513685102601082,0.486314897398918,TRUE,TRUE,136.645000086166,5ee410d8447e9810c8adc569,133
L,keyboard,378471,377770.039999974,0,0.468776345770041,0.531223654229959,FALSE,FALSE,700.96000002604,5ee410d8447e9810c8adc569,134
A,keyboard,380679,380476.629999932,0,0.42239264124869,0.57760735875131,FALSE,FALSE,202.370000068098,5ee410d8447e9810c8adc569,135
L,keyboard,382879,382688.88999999,100,0.385507820943154,0.614492179056846,TRUE,TRUE,190.110000009649,5ee410d8447e9810c8adc569,136
L,keyboard,385495,384878.319999902,100,0.366339143904726,0.633660856095274,FALSE,TRUE,616.680000098422,5ee410d8447e9810c8adc569,137
L,keyboard,387991,387501.784999971,100,0.367558431440359,0.632441568559641,FALSE,TRUE,489.215000028722,5ee410d8447e9810c8adc569,138
L,keyboard,390495,389991.779999924,0,0.385151077192737,0.614848922807263,TRUE,FALSE,503.220000076108,5ee410d8447e9810c8adc569,139
A,keyboard,392775,392505.159999942,0,0.409297870924064,0.590702129075936,FALSE,FALSE,269.840000057593,5ee410d8447e9810c8adc569,140
L,keyboard,395167,394776.614999981,0,0.427071263063779,0.572928736936221,FALSE,FALSE,390.385000019334,5ee410d8447e9810c8adc569,141
A,keyboard,397391,397185.289999936,100,0.426207839678708,0.573792160321292,TRUE,TRUE,205.710000064224,5ee410d8447e9810c8adc569,142
A,keyboard,400039,399392.434999929,0,0.398892873229218,0.601107126770783,FALSE,FALSE,646.56500007119,5ee410d8447e9810c8adc569,143
L,keyboard,402359,402038.189999992,0,0.344464757055416,0.655535242944584,TRUE,FALSE,320.810000007972,5ee410d8447e9810c8adc569,144
A,keyboard,404719,404360.009999946,0,0.270227688623783,0.729772311376217,FALSE,TRUE,358.99000005424,5ee410d8447e9810c8adc569,145
L,keyboard,407087,406716.589999967,100,0.190074430693261,0.809925569306739,FALSE,TRUE,370.410000032745,5ee410d8447e9810c8adc569,146
L,keyboard,409791,409104.899999918,100,0.121225965476618,0.878774034523382,FALSE,TRUE,686.100000081584,5ee410d8447e9810c8adc569,147
L,keyboard,412199,411801.729999948,100,0.0799234868381494,0.920076513161851,FALSE,TRUE,397.270000051707,5ee410d8447e9810c8adc569,148
L,keyboard,414695,414224.429999944,100,0.0772127617446033,0.922787238255397,FALSE,TRUE,470.570000056177,5ee410d8447e9810c8adc569,149
L,keyboard,417159,416698.304999969,100,0.115955123115032,0.884044876884969,FALSE,TRUE,460.695000031032,5ee410d8447e9810c8adc569,150
L,keyboard,419567,419154.559999937,100,0.189882510045797,0.810117489954203,FALSE,TRUE,412.440000062808,5ee410d8447e9810c8adc569,151
L,keyboard,422047,421564.954999951,0,0.284971391512297,0.715028608487703,FALSE,FALSE,482.045000049286,5ee410d8447e9810c8adc569,152
A,keyboard,424039,424040.329999989,100,0.382790077833577,0.617209922166423,TRUE,TRUE,-1.32999998889864,5ee410d8447e9810c8adc569,153
A,keyboard,426431,426046.184999985,0,0.464945615445203,0.535054384554797,FALSE,TRUE,384.815000015311,5ee410d8447e9810c8adc569,154
L,keyboard,428727,428433.919999981,100,0.517464812021168,0.482535187978832,TRUE,TRUE,293.080000018701,5ee410d8447e9810c8adc569,155
L,keyboard,431215,430723.694999935,0,0.533968462158261,0.466031537841739,TRUE,FALSE,491.305000064895,5ee410d8447e9810c8adc569,156
A,keyboard,433575,433222.614999977,0,0.516830982058748,0.483169017941252,FALSE,TRUE,352.38500002306,5ee410d8447e9810c8adc569,157
L,keyboard,435951,435592.834999901,100,0.476066980707412,0.523933019292588,FALSE,TRUE,358.165000098757,5ee410d8447e9810c8adc569,158
L,keyboard,438543,437967.524999986,100,0.426300186222514,0.573699813777486,TRUE,TRUE,575.475000014529,5ee410d8447e9810c8adc569,159
L,keyboard,440967,440540.284999996,0,0.382679887995954,0.617320112004046,TRUE,FALSE,426.715000004508,5ee410d8447e9810c8adc569,160
A,keyboard,443431,442985.599999898,100,0.356876538951313,0.643123461048687,TRUE,FALSE,445.400000101887,5ee410d8447e9810c8adc569,161
A,keyboard,445943,445426.029999973,0,0.354240297255125,0.645759702744875,FALSE,FALSE,516.970000026748,5ee410d8447e9810c8adc569,162
L,keyboard,448175,447965.969999903,100,0.372860431498833,0.627139568501167,FALSE,TRUE,209.030000097118,5ee410d8447e9810c8adc569,163
L,keyboard,450599,450188.514999929,0,0.404718561632038,0.595281438367962,FALSE,FALSE,410.485000071116,5ee410d8447e9810c8adc569,164
A,keyboard,452975,452599.379999912,100,0.438538242812021,0.561461757187979,TRUE,TRUE,375.620000087656,5ee410d8447e9810c8adc569,165
A,keyboard,455559,454989.729999914,100,0.463462705032415,0.536537294967585,TRUE,TRUE,569.270000086166,5ee410d8447e9810c8adc569,166
A,keyboard,458031,457564.169999911,0,0.472472491638051,0.527527508361949,FALSE,FALSE,466.830000089482,5ee410d8447e9810c8adc569,167
L,keyboard,460191,460037.344999961,100,0.464545302531947,0.535454697468053,TRUE,TRUE,153.655000039376,5ee410d8447e9810c8adc569,168
L,keyboard,462631,462198.189999908,100,0.44493414475171,0.55506585524829,FALSE,TRUE,432.810000091791,5ee410d8447e9810c8adc569,169
L,keyboard,464983,464638.284999994,100,0.42349000853533,0.57650999146467,FALSE,TRUE,344.71500000637,5ee410d8447e9810c8adc569,170
L,keyboard,467383,466978.424999979,0,0.411525398494675,0.588474601505325,FALSE,FALSE,404.575000020675,5ee410d8447e9810c8adc569,171
A,keyboard,469591,469384.459999972,0,0.418143333991915,0.581856666008085,FALSE,FALSE,206.540000027977,5ee410d8447e9810c8adc569,172
L,keyboard,471847,471612.069999916,0,0.447120996776397,0.552879003223603,FALSE,FALSE,234.930000084452,5ee410d8447e9810c8adc569,173
A,keyboard,473983,473868.625000003,0,0.495290341835858,0.504709658164142,FALSE,FALSE,114.374999997206,5ee410d8447e9810c8adc569,174
L,keyboard,476351,476007.754999912,0,0.552939690147929,0.447060309852071,TRUE,FALSE,343.245000088587,5ee410d8447e9810c8adc569,175
A,keyboard,478743,478381.29499997,100,0.60618724703988,0.393812752960121,TRUE,FALSE,361.705000029877,5ee410d8447e9810c8adc569,176
A,keyboard,481279,480787.524999934,0,0.640710452071743,0.359289547928257,FALSE,FALSE,491.475000065751,5ee410d8447e9810c8adc569,177
L,keyboard,483711,483299.179999973,0,0.645814106213242,0.354185893786758,TRUE,FALSE,411.820000027306,5ee410d8447e9810c8adc569,178
A,keyboard,486767,486441.200000001,100,0.617699782056042,0.382300217943958,TRUE,FALSE,325.799999998882,5ee410d8447e9810c8adc569,179
A,keyboard,489271,488766.319999937,0,0.560995745721016,0.439004254278984,FALSE,FALSE,504.680000063032,5ee410d8447e9810c8adc569,180
L,keyboard,491623,491292.484999984,0,0.488068775867795,0.511931224132205,FALSE,FALSE,330.515000016429,5ee410d8447e9810c8adc569,181
A,keyboard,494119,493649.989999947,0,0.416240799667394,0.583759200332606,FALSE,FALSE,469.010000052862,5ee410d8447e9810c8adc569,182
L,keyboard,496455,496124.234999996,100,0.363608587950661,0.636391412049339,FALSE,TRUE,330.765000004321,5ee410d8447e9810c8adc569,183
L,keyboard,498863,498479.184999946,100,0.344554627009757,0.655445372990243,TRUE,TRUE,383.815000054427,5ee410d8447e9810c8adc569,184
L,keyboard,501255,500886.464999989,100,0.366133062865195,0.633866937134805,FALSE,TRUE,368.535000011325,5ee410d8447e9810c8adc569,185
L,keyboard,503671,503247.659999994,100,0.426288497921776,0.573711502078224,TRUE,TRUE,423.34000000637,5ee410d8447e9810c8adc569,186
L,keyboard,506079,505672.54499998,0,0.514378338825107,0.485621661174893,FALSE,FALSE,406.455000020564,5ee410d8447e9810c8adc569,187
A,keyboard,508447,508094.334999914,100,0.613854274878112,0.386145725121888,TRUE,FALSE,352.665000085719,5ee410d8447e9810c8adc569,188
A,keyboard,511447,510470.949999988,0,0.706383533377469,0.293616466622531,FALSE,FALSE,976.050000011921,5ee410d8447e9810c8adc569,189
L,keyboard,513839,513465.889999992,0,0.776312846314855,0.223687153685145,TRUE,FALSE,373.110000007786,5ee410d8447e9810c8adc569,190
A,keyboard,516039,515837.504999945,100,0.814300044853683,0.185699955146317,TRUE,FALSE,201.49500005506,5ee410d8447e9810c8adc569,191
A,keyboard,518679,518043.944999925,100,0.819179566095114,0.180820433904886,TRUE,FALSE,635.055000075139,5ee410d8447e9810c8adc569,192
A,keyboard,521111,520683.794999961,100,0.797620578220473,0.202379421779527,TRUE,TRUE,427.20500003919,5ee410d8447e9810c8adc569,193
A,keyboard,523503,523112.37499991,100,0.761742709741588,0.238257290258412,TRUE,FALSE,390.625000090338,5ee410d8447e9810c8adc569,194
A,keyboard,525911,525519.809999969,100,0.725406664557612,0.274593335442389,TRUE,FALSE,391.190000031143,5ee410d8447e9810c8adc569,195
A,keyboard,528207,527909.415000002,0,0.700243454793945,0.299756545206055,FALSE,FALSE,297.5849999981,5ee410d8447e9810c8adc569,196
L,keyboard,530279,530215.614999994,0,0.692532769648949,0.307467230351052,FALSE,FALSE,63.3850000062957,5ee410d8447e9810c8adc569,197
A,keyboard,532327,532279.609999969,100,0.701778159791776,0.298221840208224,TRUE,TRUE,47.3900000313297,5ee410d8447e9810c8adc569,198
A,keyboard,534951,534366.32999999,100,0.721330561178931,0.278669438821069,TRUE,FALSE,584.67000001017,5ee410d8447e9810c8adc569,199
A,keyboard,537375,536955.939999898,100,0.740823166623614,0.259176833376386,TRUE,FALSE,419.060000102036,5ee410d8447e9810c8adc569,200
L,mouse,48971,48225.7399999944,100,0.749665798452642,0.250334201547359,TRUE,TRUE,745.260000005597,5eefb1494c5f9a4a7d2397d5,1
A,mouse,52134,51006.8800000008,100,0.740550336518633,0.259449663481367,TRUE,FALSE,1127.11999999918,5eefb1494c5f9a4a7d2397d5,2
L,mouse,54799,54156.6849999945,0,0.711923169687433,0.288076830312567,TRUE,FALSE,642.315000005532,5eefb1494c5f9a4a7d2397d5,3
A,mouse,57217,56823.1899999955,100,0.668683918154119,0.331316081845881,TRUE,FALSE,393.81000000448,5eefb1494c5f9a4a7d2397d5,4
A,mouse,59743,59501.5149999963,100,0.620885473953537,0.379114526046463,TRUE,FALSE,241.485000003711,5eefb1494c5f9a4a7d2397d5,5
L,mouse,62293,61768.544999999,100,0.580792457207485,0.419207542792515,FALSE,TRUE,524.455000001006,5eefb1494c5f9a4a7d2397d5,6
A,mouse,65072,64319.5949999936,0,0.559138337773625,0.440861662226375,FALSE,FALSE,752.405000006431,5eefb1494c5f9a4a7d2397d5,7
L,mouse,67467,67085.3050000005,100,0.561668056708911,0.438331943291089,TRUE,TRUE,381.694999999483,5eefb1494c5f9a4a7d2397d5,8
A,mouse,69975,69495.029999991,100,0.58699151986522,0.41300848013478,TRUE,FALSE,479.970000009053,5eefb1494c5f9a4a7d2397d5,9
L,mouse,74297,71977.939999997,0,0.626418777669515,0.373581222330486,TRUE,FALSE,2319.06000000297,5eefb1494c5f9a4a7d2397d5,10
L,mouse,76446,76311.1499999941,100,0.665897524600039,0.334102475399961,TRUE,TRUE,134.850000005914,5eefb1494c5f9a4a7d2397d5,11
L,mouse,78858,78461.4900000015,100,0.689580749769398,0.310419250230602,TRUE,TRUE,396.509999998496,5eefb1494c5f9a4a7d2397d5,12
A,mouse,82063,80893.9749999991,0,0.684082888999413,0.315917111000587,FALSE,TRUE,1169.02500000095,5eefb1494c5f9a4a7d2397d5,13
A,mouse,84590,84111.9699999981,100,0.642269237191373,0.357730762808627,TRUE,FALSE,478.030000001891,5eefb1494c5f9a4a7d2397d5,14
L,mouse,86966,86594.4900000031,0,0.565527735728905,0.434472264271095,TRUE,FALSE,371.509999996866,5eefb1494c5f9a4a7d2397d5,15
L,mouse,89369,89010.460000005,100,0.463868513210639,0.536131486789361,FALSE,TRUE,358.539999995031,5eefb1494c5f9a4a7d2397d5,16
L,mouse,91839,91394.0750000038,0,0.353777486185298,0.646222513814702,FALSE,FALSE,444.924999996205,5eefb1494c5f9a4a7d2397d5,17
L,mouse,94308,93860.7999999949,100,0.254356973639503,0.745643026360497,TRUE,TRUE,447.200000005076,5eefb1494c5f9a4a7d2397d5,18
A,mouse,97079,96311.6250000021,0,0.182751927095744,0.817248072904256,FALSE,TRUE,767.374999997905,5eefb1494c5f9a4a7d2397d5,19
A,mouse,99783,99094.5300000021,0,0.150056706138469,0.849943293861531,FALSE,TRUE,688.469999997877,5eefb1494c5f9a4a7d2397d5,20
A,mouse,101957,101810.314999995,0,0.158769989547348,0.841230010452652,FALSE,TRUE,146.685000004829,5eefb1494c5f9a4a7d2397d5,21
L,mouse,104637,103977.155000001,0,0.202449128013899,0.797550871986101,TRUE,FALSE,659.844999999506,5eefb1494c5f9a4a7d2397d5,22
L,mouse,107391,106660.359999994,0,0.267624225515782,0.732375774484218,FALSE,FALSE,730.640000005602,5eefb1494c5f9a4a7d2397d5,23
A,mouse,110260,109394.029999996,100,0.337428574331654,0.662571425668346,TRUE,FALSE,865.970000004163,5eefb1494c5f9a4a7d2397d5,24
A,mouse,114714,112293.989999991,100,0.39595088827628,0.60404911172372,TRUE,FALSE,2420.01000000897,5eefb1494c5f9a4a7d2397d5,25
L,mouse,117256,116743.764999992,100,0.432138602785516,0.567861397214484,FALSE,TRUE,512.235000008019,5eefb1494c5f9a4a7d2397d5,26
L,mouse,119806,119276.700000002,100,0.442226505271817,0.557773494728183,TRUE,TRUE,529.299999997835,5eefb1494c5f9a4a7d2397d5,27
A,mouse,122356,121811.139999991,0,0.430088418647805,0.569911581352195,FALSE,TRUE,544.860000009299,5eefb1494c5f9a4a7d2397d5,28
A,mouse,124702,124376.864999998,0,0.405492174741729,0.594507825258271,FALSE,TRUE,325.135000001639,5eefb1494c5f9a4a7d2397d5,29
L,mouse,126777,126743.269999992,0,0.380816998532656,0.619183001467344,TRUE,FALSE,33.7300000082469,5eefb1494c5f9a4a7d2397d5,30
L,mouse,129000,128826.669999995,100,0.367207082939705,0.632792917060296,FALSE,TRUE,173.33000000508,5eefb1494c5f9a4a7d2397d5,31
L,mouse,131117,131043.539999999,100,0.371271712654233,0.628728287345767,FALSE,TRUE,73.4600000012433,5eefb1494c5f9a4a7d2397d5,32
A,mouse,133365,133127.179999996,100,0.393265197092102,0.606734802907898,TRUE,TRUE,237.82000000414,5eefb1494c5f9a4a7d2397d5,33
A,mouse,135687,135376.795000004,100,0.427241382421531,0.572758617578469,TRUE,TRUE,310.204999996233,5eefb1494c5f9a4a7d2397d5,34
L,mouse,138057,137710.055000003,0,0.463102885963116,0.536897114036884,TRUE,FALSE,346.944999996806,5eefb1494c5f9a4a7d2397d5,35
A,mouse,140313,140060.434999992,0,0.489917402130864,0.510082597869136,FALSE,FALSE,252.56500000786,5eefb1494c5f9a4a7d2397d5,36
A,mouse,142372,142343.150000001,100,0.499507414763229,0.500492585236772,TRUE,FALSE,28.8499999993946,5eefb1494c5f9a4a7d2397d5,37
L,mouse,144603,144376.730000004,0,0.489238905165592,0.510761094834408,FALSE,FALSE,226.26999999641,5eefb1494c5f9a4a7d2397d5,38
A,mouse,146623,146593.330000003,0,0.463162192840554,0.536837807159446,FALSE,FALSE,29.6699999966659,5eefb1494c5f9a4a7d2397d5,39
A,mouse,148903,148643.100000001,100,0.431129970760669,0.568870029239331,TRUE,FALSE,259.899999998859,5eefb1494c5f9a4a7d2397d5,40
A,mouse,151208,150943.26,0,0.406100908679683,0.593899091320317,FALSE,TRUE,264.739999999991,5eefb1494c5f9a4a7d2397d5,41
A,mouse,153300,153226.519999997,0,0.400367055345227,0.599632944654773,FALSE,FALSE,73.4800000034738,5eefb1494c5f9a4a7d2397d5,42
A,mouse,155326,155310.624999998,0,0.421769174734138,0.578230825265863,FALSE,FALSE,15.3750000017462,5eefb1494c5f9a4a7d2397d5,43
A,mouse,157420,157343.099999998,100,0.470992208812329,0.529007791187671,TRUE,TRUE,76.9000000017695,5eefb1494c5f9a4a7d2397d5,44
L,mouse,159675,159442.954999991,0,0.54075250219438,0.45924749780562,FALSE,FALSE,232.045000008657,5eefb1494c5f9a4a7d2397d5,45
L,mouse,162078,161692.880000002,100,0.617174959907225,0.382825040092775,TRUE,TRUE,385.119999997667,5eefb1494c5f9a4a7d2397d5,46
A,mouse,164441,164126.319999996,100,0.683053323502112,0.316946676497888,TRUE,FALSE,314.680000004242,5eefb1494c5f9a4a7d2397d5,47
L,mouse,166688,166459.659999993,0,0.722158120748939,0.277841879251061,FALSE,FALSE,228.340000006836,5eefb1494c5f9a4a7d2397d5,48
L,mouse,169475,168726.484999992,0,0.723452257925384,0.276547742074616,TRUE,FALSE,748.515000008047,5eefb1494c5f9a4a7d2397d5,49
A,mouse,171756,171509.37,0,0.684079992737727,0.315920007262273,FALSE,FALSE,246.630000000238,5eefb1494c5f9a4a7d2397d5,50
A,mouse,174003,173742.794999998,100,0.610311872032197,0.389688127967803,TRUE,FALSE,260.205000001704,5eefb1494c5f9a4a7d2397d5,51
L,mouse,177101,176026.279999991,0,0.516170798282367,0.483829201717633,TRUE,FALSE,1074.72000000905,5eefb1494c5f9a4a7d2397d5,52
A,mouse,179700,179126.210000002,0,0.420084720605145,0.579915279394855,FALSE,TRUE,573.789999997825,5eefb1494c5f9a4a7d2397d5,53
A,mouse,184807,181727.190000005,100,0.340439754750203,0.659560245249797,TRUE,FALSE,3079.80999999493,5eefb1494c5f9a4a7d2397d5,54
A,mouse,188261,186809.349999996,0,0.291199184963792,0.708800815036208,FALSE,TRUE,1451.6500000041,5eefb1494c5f9a4a7d2397d5,55
L,mouse,191326,190277.019999994,0,0.278729277407049,0.721270722592951,FALSE,FALSE,1048.98000000592,5eefb1494c5f9a4a7d2397d5,56
A,mouse,193615,193360.619999992,0,0.300639696538586,0.699360303461414,FALSE,TRUE,254.380000007804,5eefb1494c5f9a4a7d2397d5,57
A,mouse,196026,195625.795,0,0.346896996763806,0.653103003236194,FALSE,FALSE,400.205000000075,5eefb1494c5f9a4a7d2397d5,58
L,mouse,198592,198059.030000004,0,0.402855770423443,0.597144229576557,FALSE,FALSE,532.969999996014,5eefb1494c5f9a4a7d2397d5,59
L,mouse,200684,200593.074999997,0,0.453342291212642,0.546657708787358,FALSE,FALSE,90.925000002957,5eefb1494c5f9a4a7d2397d5,60
L,mouse,202874,202709.455000004,0,0.486659008364246,0.513340991635754,FALSE,FALSE,164.5449999962,5eefb1494c5f9a4a7d2397d5,61
L,mouse,205106,204875.789999991,0,0.497426111880334,0.502573888119667,FALSE,FALSE,230.210000009043,5eefb1494c5f9a4a7d2397d5,62
A,mouse,207492,207125.939999998,100,0.487522244372494,0.512477755627506,TRUE,TRUE,366.060000001919,5eefb1494c5f9a4a7d2397d5,63
A,mouse,209944,209509.429999991,0,0.464931386768407,0.535068613231594,FALSE,TRUE,434.570000009029,5eefb1494c5f9a4a7d2397d5,64
A,mouse,212119,211976.639999994,0,0.44089341021993,0.55910658978007,FALSE,FALSE,142.360000006505,5eefb1494c5f9a4a7d2397d5,65
A,mouse,214144,214110.069999995,0,0.426226480814089,0.573773519185911,FALSE,TRUE,33.9300000048243,5eefb1494c5f9a4a7d2397d5,66
L,mouse,216310,216158.964999995,0,0.42790957341025,0.57209042658975,FALSE,FALSE,151.035000004922,5eefb1494c5f9a4a7d2397d5,67
L,mouse,223755,223359.454999998,0,0.446922788196302,0.553077211803698,TRUE,FALSE,395.545000002021,5eefb1494c5f9a4a7d2397d5,68
A,mouse,225816,225776.199999993,0,0.477969366656,0.522030633344,FALSE,TRUE,39.8000000070315,5eefb1494c5f9a4a7d2397d5,69
A,mouse,227859,227841.73,100,0.511153188170279,0.488846811829721,TRUE,FALSE,17.2699999999022,5eefb1494c5f9a4a7d2397d5,70
A,mouse,230263,229886.449999991,0,0.535115416952753,0.464884583047247,FALSE,FALSE,376.550000009127,5eefb1494c5f9a4a7d2397d5,71
A,mouse,252462,251929.640000002,0,0.54070568452127,0.45929431547873,FALSE,TRUE,532.359999997891,5eefb1494c5f9a4a7d2397d5,72
L,mouse,254939,254511.985000005,0,0.524098628926376,0.475901371073625,FALSE,FALSE,427.014999995357,5eefb1494c5f9a4a7d2397d5,73
L,mouse,256990,256979.194999993,0,0.488413474045353,0.511586525954647,FALSE,FALSE,10.8050000073854,5eefb1494c5f9a4a7d2397d5,74
A,mouse,259066,259011.954999995,0,0.443312629505419,0.556687370494581,FALSE,FALSE,54.0450000055134,5eefb1494c5f9a4a7d2397d5,75
A,mouse,261289,261107.510000002,100,0.40262836676778,0.597371633232221,TRUE,TRUE,181.489999998361,5eefb1494c5f9a4a7d2397d5,76
L,mouse,263561,263291.140000001,100,0.38063366469,0.61936633531,FALSE,TRUE,269.859999998822,5eefb1494c5f9a4a7d2397d5,77
A,mouse,265638,265608.379999991,0,0.387974278024927,0.612025721975074,FALSE,FALSE,29.620000009425,5eefb1494c5f9a4a7d2397d5,78
A,mouse,267689,267657.514999999,0,0.428399522342407,0.571600477657593,FALSE,TRUE,31.4850000010338,5eefb1494c5f9a4a7d2397d5,79
A,mouse,270019,269724.099999992,100,0.497232545944025,0.502767454055975,TRUE,TRUE,294.900000007823,5eefb1494c5f9a4a7d2397d5,80
L,mouse,272135,272034.144999998,0,0.58205870259861,0.41794129740139,TRUE,FALSE,100.855000002193,5eefb1494c5f9a4a7d2397d5,81
A,mouse,274423,274184.045000002,100,0.665509104481065,0.334490895518935,TRUE,FALSE,238.954999998212,5eefb1494c5f9a4a7d2397d5,82
A,mouse,276491,276451.894999991,100,0.729441112356154,0.270558887643846,TRUE,FALSE,39.1050000089454,5eefb1494c5f9a4a7d2397d5,83
A,mouse,280723,278485.079999999,100,0.759427644798671,0.240572355201329,TRUE,FALSE,2237.92000000144,5eefb1494c5f9a4a7d2397d5,84
L,mouse,284228,282718.544999996,0,0.748371409922998,0.251628590077002,TRUE,FALSE,1509.45500000392,5eefb1494c5f9a4a7d2397d5,85
A,mouse,287619,286233.930000002,100,0.698286279004206,0.301713720995794,TRUE,FALSE,1385.06999999785,5eefb1494c5f9a4a7d2397d5,86
L,mouse,289981,289650.639999993,100,0.619775102506939,0.380224897493061,TRUE,TRUE,330.360000007437,5eefb1494c5f9a4a7d2397d5,87
A,mouse,292433,291967.199999999,100,0.529348388515936,0.470651611484064,TRUE,FALSE,465.800000000862,5eefb1494c5f9a4a7d2397d5,88
L,mouse,294501,294451.644999994,0,0.445303196589239,0.554696803410761,TRUE,FALSE,49.3550000062678,5eefb1494c5f9a4a7d2397d5,89
L,mouse,296593,296517.139999996,100,0.383259312000408,0.616740687999592,FALSE,TRUE,75.8600000037113,5eefb1494c5f9a4a7d2397d5,90
A,mouse,298727,298618.119999999,0,0.352527783402854,0.647472216597146,FALSE,TRUE,108.88000000082,5eefb1494c5f9a4a7d2397d5,91
L,mouse,300828,300734.604999991,0,0.354245538880952,0.645754461119048,TRUE,FALSE,93.3950000094483,5eefb1494c5f9a4a7d2397d5,92
L,mouse,302968,302817.035,0,0.381717373816174,0.618282626183826,FALSE,FALSE,150.964999999967,5eefb1494c5f9a4a7d2397d5,93
A,mouse,305078,304966.904999994,0,0.422800324390668,0.577199675609332,FALSE,TRUE,111.095000006142,5eefb1494c5f9a4a7d2397d5,94
A,mouse,307309,307083.484999996,0,0.463613144624227,0.536386855375773,FALSE,TRUE,225.515000004438,5eefb1494c5f9a4a7d2397d5,95
A,mouse,309500,309333.944999991,0,0.49250715460557,0.50749284539443,FALSE,FALSE,166.055000008782,5eefb1494c5f9a4a7d2397d5,96
L,mouse,311600,311517.964999992,0,0.503187941372323,0.496812058627678,FALSE,FALSE,82.0350000081817,5eefb1494c5f9a4a7d2397d5,97
L,mouse,313766,313633.334999991,0,0.496140232621136,0.503859767378864,TRUE,FALSE,132.665000008652,5eefb1494c5f9a4a7d2397d5,98
L,mouse,315867,315783.329999991,100,0.478004419151082,0.521995580848918,FALSE,TRUE,83.6700000088895,5eefb1494c5f9a4a7d2397d5,99
A,mouse,318458,317884.644999998,100,0.459141717523626,0.540858282476374,TRUE,TRUE,573.355000001728,5eefb1494c5f9a4a7d2397d5,100
L,mouse,320927,320451.524999997,0,0.450139819469363,0.549860180530637,FALSE,FALSE,475.475000003236,5eefb1494c5f9a4a7d2397d5,101
A,mouse,323271,322949.899999992,0,0.458307473686702,0.541692526313298,FALSE,FALSE,321.10000000766,5eefb1494c5f9a4a7d2397d5,102
A,mouse,325406,325266.524999999,100,0.485202031873844,0.514797968126156,TRUE,TRUE,139.475000000908,5eefb1494c5f9a4a7d2397d5,103
A,mouse,329623,327433.795000005,100,0.525930711650475,0.474069288349525,TRUE,FALSE,2189.20499999553,5eefb1494c5f9a4a7d2397d5,104
A,mouse,332419,331633.090000003,100,0.570450529061504,0.429549470938496,TRUE,FALSE,785.909999997006,5eefb1494c5f9a4a7d2397d5,105
A,mouse,335451,334433.044999998,100,0.606509803227205,0.393490196772795,TRUE,TRUE,1017.95500000205,5eefb1494c5f9a4a7d2397d5,106
A,mouse,337797,337483.114999995,100,0.623390983629043,0.376609016370957,TRUE,TRUE,313.88500000455,5eefb1494c5f9a4a7d2397d5,107
A,mouse,340168,339799.610000002,0,0.615367965819872,0.384632034180128,FALSE,TRUE,368.389999998151,5eefb1494c5f9a4a7d2397d5,108
A,mouse,355439,342216.860000001,100,0.583852523488822,0.416147476511178,TRUE,TRUE,13222.1399999996,5eefb1494c5f9a4a7d2397d5,109
L,mouse,361134,357464.370000002,0,0.53755904312189,0.46244095687811,TRUE,FALSE,3669.62999999849,5eefb1494c5f9a4a7d2397d5,110
L,mouse,363684,363139.324999997,0,0.490566928084402,0.509433071915598,FALSE,FALSE,544.675000003539,5eefb1494c5f9a4a7d2397d5,111
L,mouse,366022,365723.014999996,0,0.458752841095144,0.541247158904856,TRUE,FALSE,298.985000004061,5eefb1494c5f9a4a7d2397d5,112
