value,type,time,trial_reference_time,reward,prob_A,prob_L,reward_A,reward_L,rt,id,trial
L,mouse,192038,191851.83,0,0.535115416952753,0.464884583047247,FALSE,FALSE,186.170000000391,5e7bac76ef28fc1d212c8446,71
L,mouse,194191,194071.644999989,100,0.54070568452127,0.45929431547873,FALSE,TRUE,119.355000010924,5e7bac76ef28fc1d212c8446,72
A,mouse,196397,196225.529999996,0,0.524098628926376,0.475901371073625,FALSE,FALSE,171.47000000393,5e7bac76ef28fc1d212c8446,73
L,mouse,198645,198428.759999981,100,0.488413474045353,0.511586525954647,TRUE,TRUE,216.240000019316,5e7bac76ef28fc1d212c8446,74
L,mouse,202094,200681.424999988,100,0.443312629505419,0.556687370494581,FALSE,TRUE,1412.57500001206,5e7bac76ef28fc1d212c8446,75
L,mouse,204290,204127.149999986,100,0.40262836676778,0.597371633232221,FALSE,TRUE,162.850000014296,5e7bac76ef28fc1d212c8446,76
L,mouse,207192,206313.88999999,100,0.38063366469,0.61936633531,FALSE,TRUE,878.110000009649,5e7bac76ef28fc1d212c8446,77
L,mouse,209823,209229.574999976,100,0.387974278024927,0.612025721975074,TRUE,TRUE,593.425000024261,5e7bac76ef28fc1d212c8446,78
L,mouse,213061,211846.819999977,100,0.428399522342407,0.571600477657593,TRUE,TRUE,1214.18000002299,5e7bac76ef28fc1d212c8446,79
L,mouse,215235,215093.75,0,0.497232545944025,0.502767454055975,TRUE,FALSE,141.25,5e7bac76ef28fc1d212c8446,80
A,mouse,217307,217263.834999991,100,0.58205870259861,0.41794129740139,TRUE,FALSE,43.1650000093505,5e7bac76ef28fc1d212c8446,81
A,mouse,219528,219334.574999986,100,0.665509104481065,0.334490895518935,TRUE,TRUE,193.425000013784,5e7bac76ef28fc1d212c8446,82
A,mouse,221770,221554.42,100,0.729441112356154,0.270558887643846,TRUE,FALSE,215.579999999609,5e7bac76ef28fc1d212c8446,83
A,mouse,223908,223807.344999979,100,0.759427644798671,0.240572355201329,TRUE,FALSE,100.65500002075,5e7bac76ef28fc1d212c8446,84
A,mouse,226053,225944.359999994,100,0.748371409922998,0.251628590077002,TRUE,TRUE,108.640000005951,5e7bac76ef28fc1d212c8446,85
A,mouse,228245,228081.334999995,100,0.698286279004206,0.301713720995794,TRUE,TRUE,163.665000004694,5e7bac76ef28fc1d212c8446,86
A,mouse,230299,230268.14,100,0.619775102506939,0.380224897493061,TRUE,TRUE,30.8599999998696,5e7bac76ef28fc1d212c8446,87
A,mouse,232407,232322.220000002,100,0.529348388515936,0.470651611484064,TRUE,FALSE,84.7799999981653,5e7bac76ef28fc1d212c8446,88
A,mouse,234458,234442.595,0,0.445303196589239,0.554696803410761,FALSE,TRUE,15.4049999995623,5e7bac76ef28fc1d212c8446,89
L,mouse,236564,236480.519999983,100,0.383259312000408,0.616740687999592,FALSE,TRUE,83.4800000172108,5e7bac76ef28fc1d212c8446,90
L,mouse,240764,238600.644999999,100,0.352527783402854,0.647472216597146,FALSE,TRUE,2163.35500000138,5e7bac76ef28fc1d212c8446,91
L,mouse,244571,242791.794999997,100,0.354245538880952,0.645754461119048,TRUE,TRUE,1779.20500000264,5e7bac76ef28fc1d212c8446,92
L,mouse,247071,246601.954999991,100,0.381717373816174,0.618282626183826,TRUE,TRUE,469.045000009006,5e7bac76ef28fc1d212c8446,93
L,mouse,250382,249103.384999995,100,0.422800324390668,0.577199675609332,FALSE,TRUE,1278.61500000511,5e7bac76ef28fc1d212c8446,94
L,mouse,252770,252416.559999983,0,0.463613144624227,0.536386855375773,FALSE,FALSE,353.440000016708,5e7bac76ef28fc1d212c8446,95
A,mouse,254812,254802.100000001,100,0.49250715460557,0.50749284539443,TRUE,TRUE,9.89999999920838,5e7bac76ef28fc1d212c8446,96
A,mouse,257855,256839.639999991,0,0.503187941372323,0.496812058627678,FALSE,FALSE,1015.36000000895,5e7bac76ef28fc1d212c8446,97
L,mouse,259901,259887.744999985,100,0.496140232621136,0.503859767378864,FALSE,TRUE,13.2550000145566,5e7bac76ef28fc1d212c8446,98
L,mouse,261955,261925.329999998,0,0.478004419151082,0.521995580848918,TRUE,FALSE,29.6700000017881,5e7bac76ef28fc1d212c8446,99
A,mouse,263987,263979.494999978,100,0.459141717523626,0.540858282476374,TRUE,TRUE,7.50500002223998,5e7bac76ef28fc1d212c8446,100
A,mouse,266164,266017.179999995,0,0.450139819469363,0.549860180530637,FALSE,TRUE,146.820000004722,5e7bac76ef28fc1d212c8446,101
L,mouse,268292,268187.269999995,100,0.458307473686702,0.541692526313298,TRUE,TRUE,104.730000005104,5e7bac76ef28fc1d212c8446,102
L,mouse,270648,270324.229999998,100,0.485202031873844,0.514797968126156,FALSE,TRUE,323.770000001648,5e7bac76ef28fc1d212c8446,103
L,mouse,272810,272676.565000002,100,0.525930711650475,0.474069288349525,TRUE,TRUE,133.434999998426,5e7bac76ef28fc1d212c8446,104
L,mouse,275255,274846.689999977,0,0.570450529061504,0.429549470938496,TRUE,FALSE,408.310000023339,5e7bac76ef28fc1d212c8446,105
L,mouse,277755,277281.884999975,0,0.606509803227205,0.393490196772795,FALSE,FALSE,473.115000025136,5e7bac76ef28fc1d212c8446,106
A,mouse,279897,279783.339999995,100,0.623390983629043,0.376609016370957,TRUE,FALSE,113.660000005504,5e7bac76ef28fc1d212c8446,107
A,mouse,282176,281920.314999996,0,0.615367965819872,0.384632034180128,FALSE,FALSE,255.685000004247,5e7bac76ef28fc1d212c8446,108
L,mouse,284294,284206.444999989,0,0.583852523488822,0.416147476511178,FALSE,FALSE,87.5550000111107,5e7bac76ef28fc1d212c8446,109
A,mouse,286356,286326.819999988,0,0.53755904312189,0.46244095687811,FALSE,FALSE,29.1800000125077,5e7bac76ef28fc1d212c8446,110
L,mouse,288502,288380.989999976,0,0.490566928084402,0.509433071915598,FALSE,FALSE,121.010000023991,5e7bac76ef28fc1d212c8446,111
L,mouse,290697,290534.56,100,0.458752841095144,0.541247158904856,TRUE,TRUE,162.439999999944,5e7bac76ef28fc1d212c8446,112
L,mouse,293333,292721.239999984,100,0.45553443512926,0.54446556487074,FALSE,TRUE,611.760000015609,5e7bac76ef28fc1d212c8446,113
L,mouse,295367,295355.205,100,0.488080814408181,0.51191918559182,TRUE,TRUE,11.7950000001583,5e7bac76ef28fc1d212c8446,114
L,mouse,297471,297393.054999993,100,0.555040611239142,0.444959388760858,TRUE,TRUE,77.9450000068173,5e7bac76ef28fc1d212c8446,115
L,mouse,299574,299496.704999998,0,0.646442300942855,0.353557699057145,TRUE,FALSE,77.2950000022538,5e7bac76ef28fc1d212c8446,116
A,mouse,301718,301600.565000001,100,0.745840448766398,0.254159551233602,TRUE,FALSE,117.434999999357,5e7bac76ef28fc1d212c8446,117
A,mouse,303944,303754.129999987,100,0.834174935632247,0.165825064367753,TRUE,FALSE,189.870000013383,5e7bac76ef28fc1d212c8446,118
A,mouse,307057,305973.914999981,100,0.894344561496545,0.105655438503455,TRUE,FALSE,1083.08500001952,5e7bac76ef28fc1d212c8446,119
A,mouse,310315,309088.300000003,0,0.915300097155922,0.0846999028440785,FALSE,FALSE,1226.69999999693,5e7bac76ef28fc1d212c8446,120
L,mouse,312499,312351.764999999,0,0.894589195005224,0.105410804994776,FALSE,FALSE,147.235000000568,5e7bac76ef28fc1d212c8446,121
A,mouse,314657,314521.859999979,0,0.838701853472917,0.161298146527083,FALSE,FALSE,135.140000021085,5e7bac76ef28fc1d212c8446,122
A,mouse,316802,316692.019999988,100,0.761156148781446,0.238843851218554,TRUE,FALSE,109.980000012321,5e7bac76ef28fc1d212c8446,123
A,mouse,318906,318829.009999987,0,0.678867609787137,0.321132390212864,FALSE,FALSE,76.990000013262,5e7bac76ef28fc1d212c8446,124
L,mouse,321082,320932.904999994,0,0.607796792070375,0.392203207929625,TRUE,FALSE,149.095000005793,5e7bac76ef28fc1d212c8446,125
L,mouse,323195,323119.554999983,100,0.559045783406825,0.440954216593175,TRUE,TRUE,75.4450000170618,5e7bac76ef28fc1d212c8446,126
L,mouse,325329,325223.434999993,100,0.536429377966439,0.463570622033561,FALSE,TRUE,105.565000007395,5e7bac76ef28fc1d212c8446,127
L,mouse,327551,327360.449999978,100,0.536123197114026,0.463876802885974,FALSE,TRUE,190.5500000217,5e7bac76ef28fc1d212c8446,128
L,mouse,329723,329580.319999979,0,0.548408520859822,0.451591479140178,TRUE,FALSE,142.68000002089,5e7bac76ef28fc1d212c8446,129
A,mouse,387057,331750.364999985,0,0.560954709802305,0.439045290197695,FALSE,TRUE,55306.6350000147,5e7bac76ef28fc1d212c8446,130
A,mouse,401604,389084.745,100,0.562665438593892,0.437334561406108,TRUE,TRUE,12519.2549999999,5e7bac76ef28fc1d212c8446,131
A,mouse,404161,403629.574999999,100,0.546978383197309,0.453021616802691,TRUE,FALSE,531.425000000978,5e7bac76ef28fc1d212c8446,132
A,mouse,406535,406197.254999977,0,0.513685102601082,0.486314897398918,FALSE,TRUE,337.745000022696,5e7bac76ef28fc1d212c8446,133
A,mouse,409693,408566.189999983,100,0.468776345770041,0.531223654229959,TRUE,TRUE,1126.81000001682,5e7bac76ef28fc1d212c8446,134
A,mouse,414010,411730.259999982,100,0.42239264124869,0.57760735875131,TRUE,TRUE,2279.74000001792,5e7bac76ef28fc1d212c8446,135
A,mouse,416156,416037.400000001,100,0.385507820943154,0.614492179056846,TRUE,TRUE,118.599999998929,5e7bac76ef28fc1d212c8446,136
A,mouse,418370,418190.969999996,0,0.366339143904726,0.633660856095274,FALSE,TRUE,179.030000003986,5e7bac76ef28fc1d212c8446,137
L,mouse,420419,420394.234999985,100,0.367558431440359,0.632441568559641,FALSE,TRUE,24.7650000147987,5e7bac76ef28fc1d212c8446,138
L,mouse,422541,422448.35999998,100,0.385151077192737,0.614848922807263,FALSE,TRUE,92.6400000196882,5e7bac76ef28fc1d212c8446,139
L,mouse,424735,424568.819999986,100,0.409297870924064,0.590702129075936,TRUE,TRUE,166.180000014137,5e7bac76ef28fc1d212c8446,140
L,mouse,430306,426772.05499998,0,0.427071263063779,0.572928736936221,FALSE,FALSE,3533.94500002055,5e7bac76ef28fc1d212c8446,141
A,mouse,432422,432338.149999996,100,0.426207839678708,0.573792160321292,TRUE,FALSE,83.8500000040513,5e7bac76ef28fc1d212c8446,142
A,mouse,435751,434458.594999975,0,0.398892873229218,0.601107126770783,FALSE,FALSE,1292.40500002541,5e7bac76ef28fc1d212c8446,143
L,mouse,437949,437788.325000001,100,0.344464757055416,0.655535242944584,TRUE,TRUE,160.67499999865,5e7bac76ef28fc1d212c8446,144
L,mouse,440057,439975.009999995,0,0.270227688623783,0.729772311376217,FALSE,FALSE,81.9900000053458,5e7bac76ef28fc1d212c8446,145
A,mouse,469879,442078.874999977,0,0.190074430693261,0.809925569306739,FALSE,TRUE,27800.1250000226,5e7bac76ef28fc1d212c8446,146
A,mouse,471971,471913.964999985,0,0.121225965476618,0.878774034523382,FALSE,TRUE,57.0350000148174,5e7bac76ef28fc1d212c8446,147
A,mouse,476760,474001.284999977,0,0.0799234868381494,0.920076513161851,FALSE,TRUE,2758.71500002337,5e7bac76ef28fc1d212c8446,148
L,mouse,531793,478788.845000003,100,0.0772127617446033,0.922787238255397,FALSE,TRUE,53004.1549999972,5e7bac76ef28fc1d212c8446,149
A,mouse,533865,533820.674999995,0,0.115955123115032,0.884044876884969,FALSE,FALSE,44.32500000461,5e7bac76ef28fc1d212c8446,150
A,mouse,535987,535891.284999991,100,0.189882510045797,0.810117489954203,TRUE,TRUE,95.7150000093971,5e7bac76ef28fc1d212c8446,151
A,mouse,538061,538011.780000001,0,0.284971391512297,0.715028608487703,FALSE,TRUE,49.2199999992736,5e7bac76ef28fc1d212c8446,152
A,mouse,540261,540098.964999983,0,0.382790077833577,0.617209922166423,FALSE,FALSE,162.035000017146,5e7bac76ef28fc1d212c8446,153
L,mouse,542364,542285.68999999,100,0.464945615445203,0.535054384554797,FALSE,TRUE,78.3100000103004,5e7bac76ef28fc1d212c8446,154
L,mouse,544572,544389.519999997,100,0.517464812021168,0.482535187978832,TRUE,TRUE,182.480000003008,5e7bac76ef28fc1d212c8446,155
L,mouse,546644,546609.344999975,0,0.533968462158261,0.466031537841739,FALSE,FALSE,34.655000024708,5e7bac76ef28fc1d212c8446,156
A,mouse,548835,548680.169999978,0,0.516830982058748,0.483169017941252,FALSE,TRUE,154.830000022193,5e7bac76ef28fc1d212c8446,157
A,mouse,551003,550866.775000002,100,0.476066980707412,0.523933019292588,TRUE,TRUE,136.224999997765,5e7bac76ef28fc1d212c8446,158
A,mouse,599321,553036.930000002,0,0.426300186222514,0.573699813777486,FALSE,FALSE,46284.069999998,5e7bac76ef28fc1d212c8446,159
A,mouse,609182,601359.464999987,0,0.382679887995954,0.617320112004046,FALSE,TRUE,7822.53500001319,5e7bac76ef28fc1d212c8446,160
A,mouse,611434,611216.124999977,0,0.356876538951313,0.643123461048687,FALSE,TRUE,217.875000022817,5e7bac76ef28fc1d212c8446,161
A,mouse,613608,613469.104999997,100,0.354240297255125,0.645759702744875,TRUE,TRUE,138.895000003511,5e7bac76ef28fc1d212c8446,162
A,mouse,615691,615639.425000001,100,0.372860431498833,0.627139568501167,TRUE,TRUE,51.5749999987893,5e7bac76ef28fc1d212c8446,163
A,mouse,617751,617726.524999976,100,0.404718561632038,0.595281438367962,TRUE,TRUE,24.475000023609,5e7bac76ef28fc1d212c8446,164
A,mouse,619847,619780.664999998,100,0.438538242812021,0.561461757187979,TRUE,TRUE,66.3350000015926,5e7bac76ef28fc1d212c8446,165
A,mouse,622037,621884.554999997,0,0.463462705032415,0.536537294967585,FALSE,FALSE,152.445000003092,5e7bac76ef28fc1d212c8446,166
L,mouse,624084,624071.264999977,100,0.472472491638051,0.527527508361949,FALSE,TRUE,12.7350000231527,5e7bac76ef28fc1d212c8446,167
L,mouse,626228,626108.829999983,100,0.464545302531947,0.535454697468053,TRUE,TRUE,119.170000017155,5e7bac76ef28fc1d212c8446,168
L,mouse,628262,628262.434999982,0,0.44493414475171,0.55506585524829,TRUE,FALSE,-0.43499998236075,5e7bac76ef28fc1d212c8446,169
A,mouse,630352,630300.034999993,0,0.42349000853533,0.57650999146467,FALSE,TRUE,51.9650000070687,5e7bac76ef28fc1d212c8446,170
A,mouse,632477,632387.274999987,100,0.411525398494675,0.588474601505325,TRUE,TRUE,89.7250000135973,5e7bac76ef28fc1d212c8446,171
A,mouse,634647,634507.719999994,100,0.418143333991915,0.581856666008085,TRUE,FALSE,139.280000005849,5e7bac76ef28fc1d212c8446,172
A,mouse,673410,636677.874999994,0,0.447120996776397,0.552879003223603,FALSE,FALSE,36732.1250000061,5e7bac76ef28fc1d212c8446,173
A,mouse,728845,675441.909999994,0,0.495290341835858,0.504709658164142,FALSE,TRUE,53403.0900000059,5e7bac76ef28fc1d212c8446,174
A,mouse,731055,730871.234999999,0,0.552939690147929,0.447060309852071,FALSE,FALSE,183.765000001295,5e7bac76ef28fc1d212c8446,175
A,mouse,733754,733091.159999982,0,0.60618724703988,0.393812752960121,FALSE,TRUE,662.840000018245,5e7bac76ef28fc1d212c8446,176
A,mouse,762091,735791.304999992,100,0.640710452071743,0.359289547928257,TRUE,FALSE,26299.6950000084,5e7bac76ef28fc1d212c8446,177
A,mouse,764861,764118.894999992,100,0.645814106213242,0.354185893786758,TRUE,FALSE,742.105000007665,5e7bac76ef28fc1d212c8446,178
A,mouse,767832,766885.339999979,0,0.617699782056042,0.382300217943958,FALSE,FALSE,946.660000021104,5e7bac76ef28fc1d212c8446,179
L,mouse,769912,769867.214999977,100,0.560995745721016,0.439004254278984,FALSE,TRUE,44.7850000234321,5e7bac76ef28fc1d212c8446,180
L,mouse,772266,771938.004999975,0,0.488068775867795,0.511931224132205,FALSE,FALSE,327.99500002549,5e7bac76ef28fc1d212c8446,181
A,mouse,774378,774290.299999993,100,0.416240799667394,0.583759200332606,TRUE,TRUE,87.7000000067055,5e7bac76ef28fc1d212c8446,182
A,mouse,776413,776410.724999994,0,0.363608587950661,0.636391412049339,FALSE,TRUE,2.27500000572763,5e7bac76ef28fc1d212c8446,183
L,mouse,778713,778448.355000001,100,0.344554627009757,0.655445372990243,TRUE,TRUE,264.644999999553,5e7bac76ef28fc1d212c8446,184
L,mouse,781171,780750.999999989,100,0.366133062865195,0.633866937134805,FALSE,TRUE,420.00000001071,5e7bac76ef28fc1d212c8446,185
L,mouse,783215,783202.724999981,100,0.426288497921776,0.573711502078224,TRUE,TRUE,12.275000018999,5e7bac76ef28fc1d212c8446,186
L,mouse,787492,785240.344999998,100,0.514378338825107,0.485621661174893,TRUE,TRUE,2251.65500000166,5e7bac76ef28fc1d212c8446,187
L,mouse,793021,789514.319999988,100,0.613854274878112,0.386145725121888,FALSE,TRUE,3506.68000001251,5e7bac76ef28fc1d212c8446,188
L,mouse,795117,795047.359999997,100,0.706383533377469,0.293616466622531,TRUE,TRUE,69.6400000031572,5e7bac76ef28fc1d212c8446,189
L,mouse,797345,797151.194999984,0,0.776312846314855,0.223687153685145,TRUE,FALSE,193.805000016,5e7bac76ef28fc1d212c8446,190
A,mouse,799407,799371.02999998,100,0.814300044853683,0.185699955146317,TRUE,FALSE,35.9700000197627,5e7bac76ef28fc1d212c8446,191
A,mouse,801636,801441.714999994,100,0.819179566095114,0.180820433904886,TRUE,FALSE,194.285000006435,5e7bac76ef28fc1d212c8446,192
A,mouse,803786,803661.800000002,100,0.797620578220473,0.202379421779527,TRUE,FALSE,124.199999998324,5e7bac76ef28fc1d212c8446,193
A,mouse,806027,805815.124999994,100,0.761742709741588,0.238257290258412,TRUE,FALSE,211.875000006286,5e7bac76ef28fc1d212c8446,194
A,mouse,808142,808051.494999993,100,0.725406664557612,0.274593335442389,TRUE,FALSE,90.5050000075717,5e7bac76ef28fc1d212c8446,195
A,mouse,810221,810171.94,100,0.700243454793945,0.299756545206055,TRUE,TRUE,49.0599999998231,5e7bac76ef28fc1d212c8446,196
A,mouse,812419,812242.639999982,100,0.692532769648949,0.307467230351052,TRUE,FALSE,176.360000017798,5e7bac76ef28fc1d212c8446,197
A,mouse,814601,814445.90999998,100,0.701778159791776,0.298221840208224,TRUE,FALSE,155.090000019642,5e7bac76ef28fc1d212c8446,198
A,mouse,816790,816632.589999994,100,0.721330561178931,0.278669438821069,TRUE,FALSE,157.410000006203,5e7bac76ef28fc1d212c8446,199
A,mouse,818918,818819.279999996,100,0.740823166623614,0.259176833376386,TRUE,TRUE,98.7200000039302,5e7bac76ef28fc1d212c8446,200
L,keyboard,43126,41973.9399999999,0,0.749665798452642,0.250334201547359,TRUE,FALSE,1152.06000000014,5ed30058c83c3f28a19ed91b,1
L,keyboard,45598,45123.8450000001,0,0.740550336518633,0.259449663481367,TRUE,FALSE,474.154999999926,5ed30058c83c3f28a19ed91b,2
A,keyboard,47933,47640.3599999994,100,0.711923169687433,0.288076830312567,TRUE,FALSE,292.640000000582,5ed30058c83c3f28a19ed91b,3
A,keyboard,50334,49956.8300000001,0,0.668683918154119,0.331316081845881,FALSE,FALSE,377.169999999918,5ed30058c83c3f28a19ed91b,4
A,keyboard,52709,52340.5899999998,100,0.620885473953537,0.379114526046463,TRUE,FALSE,368.410000000207,5ed30058c83c3f28a19ed91b,5
A,keyboard,55142,54740.1149999996,100,0.580792457207485,0.419207542792515,TRUE,FALSE,401.885000000395,5ed30058c83c3f28a19ed91b,6
L,keyboard,57493,57173.5699999999,100,0.559138337773625,0.440861662226375,FALSE,TRUE,319.430000000073,5ed30058c83c3f28a19ed91b,7
L,keyboard,59798,59523.1949999998,100,0.561668056708911,0.438331943291089,TRUE,TRUE,274.80500000024,5ed30058c83c3f28a19ed91b,8
A,keyboard,62094,61807.7999999996,100,0.58699151986522,0.41300848013478,TRUE,TRUE,286.200000000412,5ed30058c83c3f28a19ed91b,9
A,keyboard,64582,64140.4899999998,100,0.626418777669515,0.373581222330486,TRUE,FALSE,441.510000000228,5ed30058c83c3f28a19ed91b,10
L,keyboard,66894,66590.005,100,0.665897524600039,0.334102475399961,TRUE,TRUE,303.994999999981,5ed30058c83c3f28a19ed91b,11
L,keyboard,69405,68923.7349999994,100,0.689580749769398,0.310419250230602,TRUE,TRUE,481.265000000596,5ed30058c83c3f28a19ed91b,12
A,keyboard,71822,71406.575,0,0.684082888999413,0.315917111000587,FALSE,FALSE,415.425000000017,5ed30058c83c3f28a19ed91b,13
A,keyboard,74165,73823.3399999999,100,0.642269237191373,0.357730762808627,TRUE,FALSE,341.660000000091,5ed30058c83c3f28a19ed91b,14
L,keyboard,76549,76174.3349999997,0,0.565527735728905,0.434472264271095,FALSE,FALSE,374.665000000299,5ed30058c83c3f28a19ed91b,15
L,keyboard,78862,78573.3199999995,0,0.463868513210639,0.536131486789361,FALSE,FALSE,288.680000000488,5ed30058c83c3f28a19ed91b,16
L,keyboard,80917,80907.3049999997,100,0.353777486185298,0.646222513814702,FALSE,TRUE,9.69500000026892,5ed30058c83c3f28a19ed91b,17
L,keyboard,83022,82923.9250000001,100,0.254356973639503,0.745643026360497,FALSE,TRUE,98.0749999999534,5ed30058c83c3f28a19ed91b,18
A,keyboard,85269,85057.1,0,0.182751927095744,0.817248072904256,FALSE,TRUE,211.900000000009,5ed30058c83c3f28a19ed91b,19
A,keyboard,88078,87290.9199999995,0,0.150056706138469,0.849943293861531,FALSE,TRUE,787.08000000054,5ed30058c83c3f28a19ed91b,20
A,keyboard,90861,90107.0399999999,0,0.158769989547348,0.841230010452652,FALSE,TRUE,753.960000000137,5ed30058c83c3f28a19ed91b,21
L,keyboard,93229,92873.9649999998,100,0.202449128013899,0.797550871986101,FALSE,TRUE,355.035000000236,5ed30058c83c3f28a19ed91b,22
L,keyboard,95565,95256.7199999994,100,0.267624225515782,0.732375774484218,FALSE,TRUE,308.280000000595,5ed30058c83c3f28a19ed91b,23
L,keyboard,97629,97573.1900000001,100,0.337428574331654,0.662571425668346,TRUE,TRUE,55.8099999999395,5ed30058c83c3f28a19ed91b,24
L,keyboard,99845,99656.9300000001,100,0.39595088827628,0.60404911172372,TRUE,TRUE,188.069999999891,5ed30058c83c3f28a19ed91b,25
L,keyboard,101901,101856.655,100,0.432138602785516,0.567861397214484,TRUE,TRUE,44.3450000004086,5ed30058c83c3f28a19ed91b,26
L,keyboard,103941,103906.535,0,0.442226505271817,0.557773494728183,TRUE,FALSE,34.4649999999238,5ed30058c83c3f28a19ed91b,27
A,keyboard,106125,105956.929999999,0,0.430088418647805,0.569911581352195,FALSE,FALSE,168.070000000618,5ed30058c83c3f28a19ed91b,28
L,keyboard,108373,108140.254999999,0,0.405492174741729,0.594507825258271,TRUE,FALSE,232.745000000665,5ed30058c83c3f28a19ed91b,29
L,keyboard,110469,110390.025,0,0.380816998532656,0.619183001467344,FALSE,FALSE,78.9750000002969,5ed30058c83c3f28a19ed91b,30
L,keyboard,112525,112490.18,0,0.367207082939705,0.632792917060296,FALSE,FALSE,34.8200000002107,5ed30058c83c3f28a19ed91b,31
A,keyboard,114622,114557.47,100,0.371271712654233,0.628728287345767,TRUE,TRUE,64.5300000002608,5ed30058c83c3f28a19ed91b,32
A,keyboard,116765,116640.16,100,0.393265197092102,0.606734802907898,TRUE,FALSE,124.840000000084,5ed30058c83c3f28a19ed91b,33
A,keyboard,118941,118773.18,0,0.427241382421531,0.572758617578469,FALSE,FALSE,167.819999999861,5ed30058c83c3f28a19ed91b,34
A,keyboard,121357,120973.535,100,0.463102885963116,0.536897114036884,TRUE,TRUE,383.464999999909,5ed30058c83c3f28a19ed91b,35
A,keyboard,123493,123356.835,0,0.489917402130864,0.510082597869136,FALSE,FALSE,136.165000000416,5ed30058c83c3f28a19ed91b,36
A,keyboard,125893,125506.565,0,0.499507414763229,0.500492585236772,FALSE,FALSE,386.435000000318,5ed30058c83c3f28a19ed91b,37
L,keyboard,128165,127923.18,0,0.489238905165592,0.510761094834408,TRUE,FALSE,241.820000000225,5ed30058c83c3f28a19ed91b,38
A,keyboard,130501,130206.55,0,0.463162192840554,0.536837807159446,FALSE,FALSE,294.450000000128,5ed30058c83c3f28a19ed91b,39
A,keyboard,132941,132507.275,100,0.431129970760669,0.568870029239331,TRUE,FALSE,433.725000000064,5ed30058c83c3f28a19ed91b,40
A,keyboard,134966,134957.399999999,100,0.406100908679683,0.593899091320317,TRUE,TRUE,8.60000000067521,5ed30058c83c3f28a19ed91b,41
A,keyboard,137013,136973.9,0,0.400367055345227,0.599632944654773,FALSE,FALSE,39.1000000000349,5ed30058c83c3f28a19ed91b,42
L,keyboard,139213,139039.75,100,0.421769174734138,0.578230825265863,FALSE,TRUE,173.250000000087,5ed30058c83c3f28a19ed91b,43
A,keyboard,141245,141240.339999999,0,0.470992208812329,0.529007791187671,FALSE,TRUE,4.66000000061467,5ed30058c83c3f28a19ed91b,44
A,keyboard,143541,143273.09,100,0.54075250219438,0.45924749780562,TRUE,FALSE,267.910000000324,5ed30058c83c3f28a19ed91b,45
A,keyboard,145669,145557.83,100,0.617174959907225,0.382825040092775,TRUE,FALSE,111.170000000275,5ed30058c83c3f28a19ed91b,46
L,keyboard,147765,147689.805,100,0.683053323502112,0.316946676497888,FALSE,TRUE,75.195000000007,5ed30058c83c3f28a19ed91b,47
L,keyboard,149853,149790.535,0,0.722158120748939,0.277841879251061,FALSE,FALSE,62.4649999999092,5ed30058c83c3f28a19ed91b,48
A,keyboard,151997,151873.205,100,0.723452257925384,0.276547742074616,TRUE,FALSE,123.795000000129,5ed30058c83c3f28a19ed91b,49
A,keyboard,154029,153990.624999999,0,0.684079992737727,0.315920007262273,FALSE,FALSE,38.375000000553,5ed30058c83c3f28a19ed91b,50
A,keyboard,156029,156023.375,0,0.610311872032197,0.389688127967803,FALSE,FALSE,5.62500000023283,5ed30058c83c3f28a19ed91b,51
A,keyboard,158181,158056.7,0,0.516170798282367,0.483829201717633,FALSE,FALSE,124.299999999901,5ed30058c83c3f28a19ed91b,52
L,keyboard,160350,160206.52,100,0.420084720605145,0.579915279394855,FALSE,TRUE,143.480000000272,5ed30058c83c3f28a19ed91b,53
L,keyboard,162517,162356.53,100,0.340439754750203,0.659560245249797,FALSE,TRUE,160.469999999972,5ed30058c83c3f28a19ed91b,54
L,keyboard,164693,164556.495,100,0.291199184963792,0.708800815036208,FALSE,TRUE,136.505000000179,5ed30058c83c3f28a19ed91b,55
A,keyboard,166757,166723.12,0,0.278729277407049,0.721270722592951,FALSE,FALSE,33.8800000003539,5ed30058c83c3f28a19ed91b,56
L,keyboard,168781,168773.354999999,0,0.300639696538586,0.699360303461414,FALSE,FALSE,7.64500000065891,5ed30058c83c3f28a19ed91b,57
A,keyboard,171517,170822.905,0,0.346896996763806,0.653103003236194,FALSE,FALSE,694.095000000001,5ed30058c83c3f28a19ed91b,58
A,keyboard,173853,173556.479999999,100,0.402855770423443,0.597144229576557,TRUE,FALSE,296.520000000717,5ed30058c83c3f28a19ed91b,59
A,keyboard,175989,175856.205,100,0.453342291212642,0.546657708787358,TRUE,FALSE,132.794999999955,5ed30058c83c3f28a19ed91b,60
A,keyboard,178325,177989.694999999,100,0.486659008364246,0.513340991635754,TRUE,TRUE,335.305000000692,5ed30058c83c3f28a19ed91b,61
A,keyboard,180341,180340.3,0,0.497426111880334,0.502573888119667,FALSE,TRUE,0.700000000157161,5ed30058c83c3f28a19ed91b,62
L,keyboard,182381,182357.494999999,0,0.487522244372494,0.512477755627506,TRUE,FALSE,23.5050000007032,5ed30058c83c3f28a19ed91b,63
L,keyboard,184485,184406.199999999,0,0.464931386768407,0.535068613231594,TRUE,FALSE,78.8000000005704,5ed30058c83c3f28a19ed91b,64
A,keyboard,186501,186490.345,100,0.44089341021993,0.55910658978007,TRUE,FALSE,10.6549999998533,5ed30058c83c3f28a19ed91b,65
